rule_key,antecedent_codes,antecedent_descriptions,consequent_codes,consequent_descriptions,antecedent_length,consequent_length,antecedent_support,consequent_support,support,support_count,confidence,lift,leverage,conviction,conviction_is_infinite,interpretation,key_metrics_finite,conviction_valid,is_redundant
22921 => 22918 | 22919,"[""22921""]","[""22921 — HERB MARKER CHIVES""]","[""22918"", ""22919""]","[""22918 — HERB MARKER PARSLEY"", ""22919 — HERB MARKER MINT""]",1,2,0.011340148595050555,0.011451874196972236,0.009887715770068712,177,0.8719211822660099,76.13785894509192,0.009757849814983222,7.71827959761595,False,"Among transactions containing [22921 — HERB MARKER CHIVES], [22918 — HERB MARKER PARSLEY; 22919 — HERB MARKER MINT] also appears with Confidence 0.872; Lift 76.138 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 | 22919 => 22921,"[""22918"", ""22919""]","[""22918 — HERB MARKER PARSLEY"", ""22919 — HERB MARKER MINT""]","[""22921""]","[""22921 — HERB MARKER CHIVES""]",2,1,0.011451874196972236,0.011340148595050555,0.009887715770068712,177,0.8634146341463415,76.13785894509192,0.009757849814983222,7.238402483500523,False,"Among transactions containing [22918 — HERB MARKER PARSLEY; 22919 — HERB MARKER MINT], [22921 — HERB MARKER CHIVES] also appears with Confidence 0.863; Lift 76.138 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21935 | 85131D => 85131B,"[""21935"", ""85131D""]","[""21935 — SUKI SHOULDER BAG"", ""85131D — BEADED CRYSTAL HEART PINK ON STICK""]","[""85131B""]","[""85131B — BEADED CRYSTAL HEART GREEN ON STICK""]",2,1,0.007262164124909223,0.00960840176526451,0.005306966091279817,95,0.7307692307692307,76.05523255813952,0.0052371883006823985,3.678597364871874,False,"Among transactions containing [21935 — SUKI SHOULDER BAG; 85131D — BEADED CRYSTAL HEART PINK ON STICK], [85131B — BEADED CRYSTAL HEART GREEN ON STICK] also appears with Confidence 0.731; Lift 76.055 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22921 => 22918,"[""22916"", ""22921""]","[""22916 — HERB MARKER THYME"", ""22921 — HERB MARKER CHIVES""]","[""22918""]","[""22918 — HERB MARKER PARSLEY""]",2,1,0.010278755376794593,0.01273671861907156,0.009943578571029552,178,0.967391304347826,75.9529462242563,0.00981266095604105,30.27607396234844,False,"Among transactions containing [22916 — HERB MARKER THYME; 22921 — HERB MARKER CHIVES], [22918 — HERB MARKER PARSLEY] also appears with Confidence 0.967; Lift 75.953 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 => 22916 | 22921,"[""22918""]","[""22918 — HERB MARKER PARSLEY""]","[""22916"", ""22921""]","[""22916 — HERB MARKER THYME"", ""22921 — HERB MARKER CHIVES""]",1,2,0.01273671861907156,0.010278755376794593,0.009943578571029552,178,0.7807017543859649,75.9529462242563,0.00981266095604105,4.513128875481817,False,"Among transactions containing [22918 — HERB MARKER PARSLEY], [22916 — HERB MARKER THYME; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.781; Lift 75.953 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22921 => 22918,"[""22917"", ""22921""]","[""22917 — HERB MARKER ROSEMARY"", ""22921 — HERB MARKER CHIVES""]","[""22918""]","[""22918 — HERB MARKER PARSLEY""]",2,1,0.010222892575833753,0.01273671861907156,0.009887715770068712,177,0.9672131147540983,75.93895599654874,0.009757509663857323,30.111530082118286,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22921 — HERB MARKER CHIVES], [22918 — HERB MARKER PARSLEY] also appears with Confidence 0.967; Lift 75.939 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 => 22917 | 22921,"[""22918""]","[""22918 — HERB MARKER PARSLEY""]","[""22917"", ""22921""]","[""22917 — HERB MARKER ROSEMARY"", ""22921 — HERB MARKER CHIVES""]",1,2,0.01273671861907156,0.010222892575833753,0.009887715770068712,177,0.7763157894736842,75.93895599654874,0.009757509663857323,4.424885892013919,False,"Among transactions containing [22918 — HERB MARKER PARSLEY], [22917 — HERB MARKER ROSEMARY; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.776; Lift 75.939 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22918 => 22921,"[""22916"", ""22918""]","[""22916 — HERB MARKER THYME"", ""22918 — HERB MARKER PARSLEY""]","[""22921""]","[""22921 — HERB MARKER CHIVES""]",2,1,0.011563599798893917,0.011340148595050555,0.009943578571029552,178,0.8599033816425121,75.82822874277149,0.009812445631016398,7.0569858358905035,False,"Among transactions containing [22916 — HERB MARKER THYME; 22918 — HERB MARKER PARSLEY], [22921 — HERB MARKER CHIVES] also appears with Confidence 0.860; Lift 75.828 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22921 => 22916 | 22918,"[""22921""]","[""22921 — HERB MARKER CHIVES""]","[""22916"", ""22918""]","[""22916 — HERB MARKER THYME"", ""22918 — HERB MARKER PARSLEY""]",1,2,0.011340148595050555,0.011563599798893917,0.009943578571029552,178,0.8768472906403941,75.82822874277147,0.009812445631016398,8.026103569632983,False,"Among transactions containing [22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME; 22918 — HERB MARKER PARSLEY] also appears with Confidence 0.877; Lift 75.828 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
23211 => 23210,"[""23211""]","[""23211 — RED ROCKING HORSE HAND PAINTED""]","[""23210""]","[""23210 — WHITE ROCKING HORSE HAND PAINTED""]",1,1,0.007988380537400145,0.00944081336238199,0.005698005698005698,102,0.7132867132867133,75.55352339967725,0.005622588888284419,3.454877163150717,False,"Among transactions containing [23211 — RED ROCKING HORSE HAND PAINTED], [23210 — WHITE ROCKING HORSE HAND PAINTED] also appears with Confidence 0.713; Lift 75.554 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22919 | 22921 => 22918,"[""22919"", ""22921""]","[""22919 — HERB MARKER MINT"", ""22921 — HERB MARKER CHIVES""]","[""22918""]","[""22918 — HERB MARKER PARSLEY""]",2,1,0.010278755376794593,0.01273671861907156,0.009887715770068712,177,0.9619565217391305,75.5262442791762,0.00975679815508021,25.95092053915587,False,"Among transactions containing [22919 — HERB MARKER MINT; 22921 — HERB MARKER CHIVES], [22918 — HERB MARKER PARSLEY] also appears with Confidence 0.962; Lift 75.526 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 => 22919 | 22921,"[""22918""]","[""22918 — HERB MARKER PARSLEY""]","[""22919"", ""22921""]","[""22919 — HERB MARKER MINT"", ""22921 — HERB MARKER CHIVES""]",1,2,0.01273671861907156,0.010278755376794593,0.009887715770068712,177,0.7763157894736842,75.5262442791762,0.00975679815508021,4.424636152433153,False,"Among transactions containing [22918 — HERB MARKER PARSLEY], [22919 — HERB MARKER MINT; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.776; Lift 75.526 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22920 | 22921 => 22918,"[""22920"", ""22921""]","[""22920 — HERB MARKER BASIL"", ""22921 — HERB MARKER CHIVES""]","[""22918""]","[""22918 — HERB MARKER PARSLEY""]",2,1,0.009887715770068712,0.01273671861907156,0.00949667616334283,170,0.96045197740113,75.40811775200713,0.009370739109794107,24.963657257774926,False,"Among transactions containing [22920 — HERB MARKER BASIL; 22921 — HERB MARKER CHIVES], [22918 — HERB MARKER PARSLEY] also appears with Confidence 0.960; Lift 75.408 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 => 22920 | 22921,"[""22918""]","[""22918 — HERB MARKER PARSLEY""]","[""22920"", ""22921""]","[""22920 — HERB MARKER BASIL"", ""22921 — HERB MARKER CHIVES""]",1,2,0.01273671861907156,0.009887715770068712,0.00949667616334283,170,0.7456140350877193,75.40811775200713,0.009370739109794107,3.892165531110764,False,"Among transactions containing [22918 — HERB MARKER PARSLEY], [22920 — HERB MARKER BASIL; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.746; Lift 75.408 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22921 => 22917 | 22918,"[""22921""]","[""22921 — HERB MARKER CHIVES""]","[""22917"", ""22918""]","[""22917 — HERB MARKER ROSEMARY"", ""22918 — HERB MARKER PARSLEY""]",1,2,0.011340148595050555,0.011563599798893917,0.009887715770068712,177,0.8719211822660099,75.40222745769972,0.009756582830055559,7.717407278493255,False,"Among transactions containing [22921 — HERB MARKER CHIVES], [22917 — HERB MARKER ROSEMARY; 22918 — HERB MARKER PARSLEY] also appears with Confidence 0.872; Lift 75.402 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22918 => 22921,"[""22917"", ""22918""]","[""22917 — HERB MARKER ROSEMARY"", ""22918 — HERB MARKER PARSLEY""]","[""22921""]","[""22921 — HERB MARKER CHIVES""]",2,1,0.011563599798893917,0.011340148595050555,0.009887715770068712,177,0.855072463768116,75.40222745769972,0.009756582830055559,6.821752974694153,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22918 — HERB MARKER PARSLEY], [22921 — HERB MARKER CHIVES] also appears with Confidence 0.855; Lift 75.402 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22919 => 22921,"[""22916"", ""22919""]","[""22916 — HERB MARKER THYME"", ""22919 — HERB MARKER MINT""]","[""22921""]","[""22921 — HERB MARKER CHIVES""]",2,1,0.011172560192168035,0.011340148595050555,0.009552538964303671,171,0.855,75.39583743842364,0.009425840471537338,6.8183438027927545,False,"Among transactions containing [22916 — HERB MARKER THYME; 22919 — HERB MARKER MINT], [22921 — HERB MARKER CHIVES] also appears with Confidence 0.855; Lift 75.396 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22921 => 22916 | 22919,"[""22921""]","[""22921 — HERB MARKER CHIVES""]","[""22916"", ""22919""]","[""22916 — HERB MARKER THYME"", ""22919 — HERB MARKER MINT""]",1,2,0.011340148595050555,0.011172560192168035,0.009552538964303671,171,0.8423645320197044,75.39583743842364,0.009425840471537338,6.272874071280933,False,"Among transactions containing [22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME; 22919 — HERB MARKER MINT] also appears with Confidence 0.842; Lift 75.396 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22921 => 22916,"[""22917"", ""22921""]","[""22917 — HERB MARKER ROSEMARY"", ""22921 — HERB MARKER CHIVES""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.010222892575833753,0.01284844422099324,0.009887715770068712,177,0.9672131147540983,75.27861724875268,0.009756367505030906,30.10812245125967,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME] also appears with Confidence 0.967; Lift 75.279 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 => 22917 | 22921,"[""22916""]","[""22916 — HERB MARKER THYME""]","[""22917"", ""22921""]","[""22917 — HERB MARKER ROSEMARY"", ""22921 — HERB MARKER CHIVES""]",1,2,0.01284844422099324,0.010222892575833753,0.009887715770068712,177,0.7695652173913043,75.27861724875267,0.009756367505030906,4.295259145425627,False,"Among transactions containing [22916 — HERB MARKER THYME], [22917 — HERB MARKER ROSEMARY; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.770; Lift 75.279 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21801 => 21803,"[""21801""]","[""21801 — CHRISTMAS TREE DECORATION WITH BELL""]","[""21803""]","[""21803 — CHRISTMAS TREE STAR DECORATION""]",1,1,0.006982850120105022,0.011060834590246356,0.005809731299927378,104,0.832,75.22036363636363,0.005732495149780414,5.886542651248533,False,"Among transactions containing [21801 — CHRISTMAS TREE DECORATION WITH BELL], [21803 — CHRISTMAS TREE STAR DECORATION] also appears with Confidence 0.832; Lift 75.220 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22921 => 22917,"[""22916"", ""22921""]","[""22916 — HERB MARKER THYME"", ""22921 — HERB MARKER CHIVES""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.010278755376794593,0.012904307021954081,0.009887715770068712,177,0.9619565217391305,74.54538396386222,0.009755075554882994,25.9465153582801,False,"Among transactions containing [22916 — HERB MARKER THYME; 22921 — HERB MARKER CHIVES], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.962; Lift 74.545 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 => 22916 | 22921,"[""22917""]","[""22917 — HERB MARKER ROSEMARY""]","[""22916"", ""22921""]","[""22916 — HERB MARKER THYME"", ""22921 — HERB MARKER CHIVES""]",1,2,0.012904307021954081,0.010278755376794593,0.009887715770068712,177,0.7662337662337663,74.54538396386222,0.009755075554882994,4.233807546443713,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY], [22916 — HERB MARKER THYME; 22921 — HERB MARKER CHIVES] also appears with Confidence 0.766; Lift 74.545 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21993 | 85131D => 85131B,"[""21993"", ""85131D""]","[""21993 — FLORAL FOLK STATIONERY SET"", ""85131D — BEADED CRYSTAL HEART PINK ON STICK""]","[""85131B""]","[""85131B — BEADED CRYSTAL HEART GREEN ON STICK""]",2,1,0.007429752527791744,0.00960840176526451,0.005306966091279817,95,0.7142857142857143,74.33970099667773,0.005235578043976304,3.466370593821574,False,"Among transactions containing [21993 — FLORAL FOLK STATIONERY SET; 85131D — BEADED CRYSTAL HEART PINK ON STICK], [85131B — BEADED CRYSTAL HEART GREEN ON STICK] also appears with Confidence 0.714; Lift 74.340 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 | 22921 => 22916,"[""22918"", ""22921""]","[""22918 — HERB MARKER PARSLEY"", ""22921 — HERB MARKER CHIVES""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.010446343779677113,0.01284844422099324,0.009943578571029552,178,0.9518716577540107,74.08458498023717,0.00980935930566305,20.510815658963818,False,"Among transactions containing [22918 — HERB MARKER PARSLEY; 22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME] also appears with Confidence 0.952; Lift 74.085 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
