rule_key,antecedent_codes,antecedent_descriptions,consequent_codes,consequent_descriptions,antecedent_length,consequent_length,antecedent_support,consequent_support,support,support_count,confidence,lift,leverage,conviction,conviction_is_infinite,interpretation,key_metrics_finite,conviction_valid,is_redundant
21494 | 22653 => 21935,"[""21494"", ""22653""]","[""21494 — ROTATING LEAVES T-LIGHT HOLDER"", ""22653 — BUTTON BOX""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005418691693201497,0.02832244008714597,0.005195240489358137,93,0.9587628865979382,33.8517049960349,0.0050417699185267215,23.56318082788673,False,"Among transactions containing [21494 — ROTATING LEAVES T-LIGHT HOLDER; 22653 — BUTTON BOX], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.959; Lift 33.852 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22910 | 23247 => 22086,"[""22910"", ""23247""]","[""22910 — PAPER CHAIN KIT VINTAGE CHRISTMAS"", ""23247 — BISCUIT TIN 50'S CHRISTMAS""]","[""22086""]","[""22086 — PAPER CHAIN KIT 50'S CHRISTMAS""]",2,1,0.005306966091279817,0.0628456510809452,0.005083514887436456,91,0.9578947368421052,15.242021052631578,0.004749995148165477,22.25741578682754,False,"Among transactions containing [22910 — PAPER CHAIN KIT VINTAGE CHRISTMAS; 23247 — BISCUIT TIN 50'S CHRISTMAS], [22086 — PAPER CHAIN KIT 50'S CHRISTMAS] also appears with Confidence 0.958; Lift 15.242 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22697 | 23172 => 23171,"[""22697"", ""23172""]","[""22697 — GREEN REGENCY TEACUP AND SAUCER"", ""23172 — REGENCY TEA PLATE PINK""]","[""23171""]","[""23171 — REGENCY TEA PLATE GREEN""]",2,1,0.008938048153734428,0.0187699011228423,0.008547008547008548,153,0.9562500000000002,50.94592633928572,0.00837924226693175,22.428116545763686,False,"Among transactions containing [22697 — GREEN REGENCY TEACUP AND SAUCER; 23172 — REGENCY TEA PLATE PINK], [23171 — REGENCY TEA PLATE GREEN] also appears with Confidence 0.956; Lift 50.946 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
84596F | 84596L => 84596B,"[""84596F"", ""84596L""]","[""84596F — SMALL MARSHMALLOWS PINK BOWL"", ""84596L — BISCUITS SMALL BOWL LIGHT BLUE""]","[""84596B""]","[""84596B — SMALL DOLLY MIX DESIGN ORANGE BOWL""]",2,1,0.007653203731635104,0.02849002849002849,0.007318026925870063,131,0.9562043795620438,33.56277372262774,0.007099986933515786,22.182811016144377,False,"Among transactions containing [84596F — SMALL MARSHMALLOWS PINK BOWL; 84596L — BISCUITS SMALL BOWL LIGHT BLUE], [84596B — SMALL DOLLY MIX DESIGN ORANGE BOWL] also appears with Confidence 0.956; Lift 33.563 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22919 => 22917,"[""22916"", ""22919""]","[""22916 — HERB MARKER THYME"", ""22919 — HERB MARKER MINT""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.011172560192168035,0.012904307021954081,0.010669794983520473,191,0.955,74.00629870129869,0.010525620836579475,21.935459843956554,False,"Among transactions containing [22916 — HERB MARKER THYME; 22919 — HERB MARKER MINT], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.955; Lift 74.006 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
84596G | 84596L => 84596B,"[""84596G"", ""84596L""]","[""84596G — SMALL CHOCOLATES PINK BOWL"", ""84596L — BISCUITS SMALL BOWL LIGHT BLUE""]","[""84596B""]","[""84596B — SMALL DOLLY MIX DESIGN ORANGE BOWL""]",2,1,0.00620077090665326,0.02849002849002849,0.005921456901849058,106,0.954954954954955,33.51891891891892,0.005744796762058367,21.567521367521376,False,"Among transactions containing [84596G — SMALL CHOCOLATES PINK BOWL; 84596L — BISCUITS SMALL BOWL LIGHT BLUE], [84596B — SMALL DOLLY MIX DESIGN ORANGE BOWL] also appears with Confidence 0.955; Lift 33.519 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21801 | 21803 => 21802,"[""21801"", ""21803""]","[""21801 — CHRISTMAS TREE DECORATION WITH BELL"", ""21803 — CHRISTMAS TREE STAR DECORATION""]","[""21802""]","[""21802 — CHRISTMAS TREE HEART DECORATION""]",2,1,0.005809731299927378,0.009999441371990391,0.005530417295123178,99,0.9519230769230769,95.19762569832402,0.005472323227602536,20.59201161946258,False,"Among transactions containing [21801 — CHRISTMAS TREE DECORATION WITH BELL; 21803 — CHRISTMAS TREE STAR DECORATION], [21802 — CHRISTMAS TREE HEART DECORATION] also appears with Confidence 0.952; Lift 95.198 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 | 22921 => 22916,"[""22918"", ""22921""]","[""22918 — HERB MARKER PARSLEY"", ""22921 — HERB MARKER CHIVES""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.010446343779677113,0.01284844422099324,0.009943578571029552,178,0.9518716577540107,74.08458498023717,0.00980935930566305,20.510815658963818,False,"Among transactions containing [22918 — HERB MARKER PARSLEY; 22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME] also appears with Confidence 0.952; Lift 74.085 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22918 => 22916,"[""22917"", ""22918""]","[""22917 — HERB MARKER ROSEMARY"", ""22918 — HERB MARKER PARSLEY""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.011563599798893917,0.01284844422099324,0.011004971789285514,197,0.9516908212560387,74.07051039697544,0.010856397522275537,20.434037204625444,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22918 — HERB MARKER PARSLEY], [22916 — HERB MARKER THYME] also appears with Confidence 0.952; Lift 74.071 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22918 => 22917,"[""22916"", ""22918""]","[""22916 — HERB MARKER THYME"", ""22918 — HERB MARKER PARSLEY""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.011563599798893917,0.012904307021954081,0.011004971789285514,197,0.9516908212560387,73.74985883681536,0.010855751547201581,20.432880844645553,False,"Among transactions containing [22916 — HERB MARKER THYME; 22918 — HERB MARKER PARSLEY], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.952; Lift 73.750 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21934 | 85049H => 21935,"[""21934"", ""85049H""]","[""21934 — SKULL SHOULDER BAG"", ""85049H — URBAN BLACK RIBBONS""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005698005698005698,0.02832244008714597,0.005418691693201497,97,0.9509803921568627,33.57692307692307,0.005257310268203514,19.8222222222222,False,"Among transactions containing [21934 — SKULL SHOULDER BAG; 85049H — URBAN BLACK RIBBONS], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.951; Lift 33.577 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22920 => 22917,"[""22916"", ""22920""]","[""22916 — HERB MARKER THYME"", ""22920 — HERB MARKER BASIL""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.011340148595050555,0.012904307021954081,0.010781520585442154,193,0.9507389162561576,73.67609238052587,0.01063518382629704,20.038042567454312,False,"Among transactions containing [22916 — HERB MARKER THYME; 22920 — HERB MARKER BASIL], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.951; Lift 73.676 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21494 | 84032A => 21935,"[""21494"", ""84032A""]","[""21494 — ROTATING LEAVES T-LIGHT HOLDER"", ""84032A — CHARLIE+LOLA PINK HOT WATER BOTTLE""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.006647673314339981,0.02832244008714597,0.00631249650857494,113,0.9495798319327731,33.527472527472526,0.006124218179410627,19.271604938271587,False,"Among transactions containing [21494 — ROTATING LEAVES T-LIGHT HOLDER; 84032A — CHARLIE+LOLA PINK HOT WATER BOTTLE], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.950; Lift 33.527 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22920 | 22921 => 22916,"[""22920"", ""22921""]","[""22920 — HERB MARKER BASIL"", ""22921 — HERB MARKER CHIVES""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.009887715770068712,0.01284844422099324,0.00938495056142115,168,0.9491525423728814,73.87295504789978,0.009257908796876387,19.41398059698714,False,"Among transactions containing [22920 — HERB MARKER BASIL; 22921 — HERB MARKER CHIVES], [22916 — HERB MARKER THYME] also appears with Confidence 0.949; Lift 73.873 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21934 | 23307 => 21935,"[""21934"", ""23307""]","[""21934 — SKULL SHOULDER BAG"", ""23307 — SET OF 60 PANTRY DESIGN CAKE CASES""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005362828892240657,0.02832244008714597,0.005083514887436456,91,0.9479166666666666,33.46875,0.004931626487438354,18.656209150326784,False,"Among transactions containing [21934 — SKULL SHOULDER BAG; 23307 — SET OF 60 PANTRY DESIGN CAKE CASES], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.948; Lift 33.469 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 | 22921 => 22917,"[""22918"", ""22921""]","[""22918 — HERB MARKER PARSLEY"", ""22921 — HERB MARKER CHIVES""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.010446343779677113,0.012904307021954081,0.009887715770068712,177,0.946524064171123,73.34946871310507,0.009752912942678878,18.45868945868946,False,"Among transactions containing [22918 — HERB MARKER PARSLEY; 22921 — HERB MARKER CHIVES], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.947; Lift 73.349 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22918 | 22921 => 22919,"[""22918"", ""22921""]","[""22918 — HERB MARKER PARSLEY"", ""22921 — HERB MARKER CHIVES""]","[""22919""]","[""22919 — HERB MARKER MINT""]",2,1,0.010446343779677113,0.01301603262387576,0.009887715770068712,177,0.946524064171123,72.71985953960203,0.009751745818632213,18.456600189933525,False,"Among transactions containing [22918 — HERB MARKER PARSLEY; 22921 — HERB MARKER CHIVES], [22919 — HERB MARKER MINT] also appears with Confidence 0.947; Lift 72.720 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21934 | 22817 => 21935,"[""21934"", ""22817""]","[""21934 — SKULL SHOULDER BAG"", ""22817 — CARD SUKI BIRTHDAY""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.007262164124909223,0.02832244008714597,0.006871124518183342,123,0.9461538461538461,33.40650887573965,0.00666544230985258,18.045440398381565,False,"Among transactions containing [21934 — SKULL SHOULDER BAG; 22817 — CARD SUKI BIRTHDAY], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.946; Lift 33.407 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21810 | 22577 => 22578,"[""21810"", ""22577""]","[""21810 — CHRISTMAS HANGING STAR WITH BELL"", ""22577 — WOODEN HEART CHRISTMAS SCANDINAVIAN""]","[""22578""]","[""22578 — WOODEN STAR CHRISTMAS SCANDINAVIAN""]",2,1,0.006089045304731579,0.026758281660242446,0.005753868498966538,103,0.944954128440367,35.31445480837371,0.0055909361096605536,17.680557883172263,False,"Among transactions containing [21810 — CHRISTMAS HANGING STAR WITH BELL; 22577 — WOODEN HEART CHRISTMAS SCANDINAVIAN], [22578 — WOODEN STAR CHRISTMAS SCANDINAVIAN] also appears with Confidence 0.945; Lift 35.314 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
23170 | 23172 => 23171,"[""23170"", ""23172""]","[""23170 — REGENCY TEA PLATE ROSES"", ""23172 — REGENCY TEA PLATE PINK""]","[""23171""]","[""23171 — REGENCY TEA PLATE GREEN""]",2,1,0.013183621026758281,0.0187699011228423,0.01245740461426736,223,0.9449152542372882,50.3420475181598,0.012209949351154081,17.813100256539183,False,"Among transactions containing [23170 — REGENCY TEA PLATE ROSES; 23172 — REGENCY TEA PLATE PINK], [23171 — REGENCY TEA PLATE GREEN] also appears with Confidence 0.945; Lift 50.342 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22577 | 22579 => 22578,"[""22577"", ""22579""]","[""22577 — WOODEN HEART CHRISTMAS SCANDINAVIAN"", ""22579 — WOODEN TREE CHRISTMAS SCANDINAVIAN""]","[""22578""]","[""22578 — WOODEN STAR CHRISTMAS SCANDINAVIAN""]",2,1,0.01296016982291492,0.026758281660242446,0.012233953410424,219,0.9439655172413793,35.27750881865956,0.011887161535937867,17.36862143498645,False,"Among transactions containing [22577 — WOODEN HEART CHRISTMAS SCANDINAVIAN; 22579 — WOODEN TREE CHRISTMAS SCANDINAVIAN], [22578 — WOODEN STAR CHRISTMAS SCANDINAVIAN] also appears with Confidence 0.944; Lift 35.278 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22653 | 22815 => 21935,"[""22653"", ""22815""]","[""22653 — BUTTON BOX"", ""22815 — CARD PSYCHEDELIC APPLES""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005698005698005698,0.02832244008714597,0.005362828892240657,96,0.9411764705882353,33.23076923076923,0.005201447467242675,16.518518518518515,False,"Among transactions containing [22653 — BUTTON BOX; 22815 — CARD PSYCHEDELIC APPLES], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.941; Lift 33.231 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
20719 | 21240 => 20724,"[""20719"", ""21240""]","[""20719 — WOODLAND CHARLOTTE BAG"", ""21240 — BLUE POLKADOT CUP""]","[""20724""]","[""20724 — RED RETROSPOT CHARLOTTE BAG""]",2,1,0.005698005698005698,0.050444109267638676,0.005362828892240657,96,0.9411764705882353,18.6578073089701,0.00507539807020283,16.14245014245014,False,"Among transactions containing [20719 — WOODLAND CHARLOTTE BAG; 21240 — BLUE POLKADOT CUP], [20724 — RED RETROSPOT CHARLOTTE BAG] also appears with Confidence 0.941; Lift 18.658 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22916 | 22919 => 22918,"[""22916"", ""22919""]","[""22916 — HERB MARKER THYME"", ""22919 — HERB MARKER MINT""]","[""22918""]","[""22918 — HERB MARKER PARSLEY""]",2,1,0.011172560192168035,0.01273671861907156,0.010502206580637953,188,0.94,73.80236842105262,0.010359904825215668,16.454388023015458,False,"Among transactions containing [22916 — HERB MARKER THYME; 22919 — HERB MARKER MINT], [22918 — HERB MARKER PARSLEY] also appears with Confidence 0.940; Lift 73.802 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
20723 | 22110 => 20719,"[""20723"", ""22110""]","[""20723 — STRAWBERRY CHARLOTTE BAG"", ""22110 — BIRD HOUSE HOT WATER BOTTLE""]","[""20719""]","[""20719 — WOODLAND CHARLOTTE BAG""]",2,1,0.005474554494162337,0.03804256745433216,0.005139377688397296,92,0.9387755102040817,24.676975636069407,0.004931111579770708,15.711971398245918,False,"Among transactions containing [20723 — STRAWBERRY CHARLOTTE BAG; 22110 — BIRD HOUSE HOT WATER BOTTLE], [20719 — WOODLAND CHARLOTTE BAG] also appears with Confidence 0.939; Lift 24.677 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
23172 | 23174 => 23170,"[""23172"", ""23174""]","[""23172 — REGENCY TEA PLATE PINK"", ""23174 — REGENCY SUGAR BOWL GREEN""]","[""23170""]","[""23170 — REGENCY TEA PLATE ROSES""]",2,1,0.00636835930953578,0.021283727166080107,0.005977319702809899,107,0.9385964912280702,44.099254040613346,0.005841777280770173,15.939093586152419,False,"Among transactions containing [23172 — REGENCY TEA PLATE PINK; 23174 — REGENCY SUGAR BOWL GREEN], [23170 — REGENCY TEA PLATE ROSES] also appears with Confidence 0.939; Lift 44.099 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21934 | 22819 => 21935,"[""21934"", ""22819""]","[""21934 — SKULL SHOULDER BAG"", ""22819 — BIRTHDAY CARD, RETRO SPOT""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.00631249650857494,0.02832244008714597,0.005921456901849058,106,0.9380530973451328,33.120490129339686,0.005742671597684626,15.685652038593219,False,"Among transactions containing [21934 — SKULL SHOULDER BAG; 22819 — BIRTHDAY CARD, RETRO SPOT], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.938; Lift 33.120 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22920 | 22921 => 22917,"[""22920"", ""22921""]","[""22920 — HERB MARKER BASIL"", ""22921 — HERB MARKER CHIVES""]","[""22917""]","[""22917 — HERB MARKER ROSEMARY""]",2,1,0.009887715770068712,0.012904307021954081,0.00927322495949947,166,0.9378531073446328,72.67752586396654,0.009145630839456687,15.883267059737651,False,"Among transactions containing [22920 — HERB MARKER BASIL; 22921 — HERB MARKER CHIVES], [22917 — HERB MARKER ROSEMARY] also appears with Confidence 0.938; Lift 72.678 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22961 | 85049H => 21935,"[""22961"", ""85049H""]","[""22961 — JAM MAKING SET PRINTED"", ""85049H — URBAN BLACK RIBBONS""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005362828892240657,0.02832244008714597,0.005027652086475616,90,0.9375,33.10096153846154,0.0048757636864775146,15.546840958605664,False,"Among transactions containing [22961 — JAM MAKING SET PRINTED; 85049H — URBAN BLACK RIBBONS], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.938; Lift 33.101 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22920 => 22916,"[""22917"", ""22920""]","[""22917 — HERB MARKER ROSEMARY"", ""22920 — HERB MARKER BASIL""]","[""22916""]","[""22916 — HERB MARKER THYME""]",2,1,0.011507736997933076,0.01284844422099324,0.010781520585442154,193,0.9368932038834952,72.91880540312368,0.010633664068514351,15.642555422344268,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22920 — HERB MARKER BASIL], [22916 — HERB MARKER THYME] also appears with Confidence 0.937; Lift 72.919 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21934 | 23203 => 21935,"[""21934"", ""23203""]","[""21934 — SKULL SHOULDER BAG"", ""23203 — JUMBO BAG VINTAGE DOILY""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.006033182503770739,0.02832244008714597,0.005642142897044858,101,0.9351851851851852,33.019230769230774,0.005471268447046994,14.991596638655471,False,"Among transactions containing [21934 — SKULL SHOULDER BAG; 23203 — JUMBO BAG VINTAGE DOILY], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.935; Lift 33.019 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22917 | 22921 => 22919,"[""22917"", ""22921""]","[""22917 — HERB MARKER ROSEMARY"", ""22921 — HERB MARKER CHIVES""]","[""22919""]","[""22919 — HERB MARKER MINT""]",2,1,0.010222892575833753,0.01301603262387576,0.009552538964303671,171,0.9344262295081968,71.79040315204391,0.009419477461026242,15.051505502485904,False,"Among transactions containing [22917 — HERB MARKER ROSEMARY; 22921 — HERB MARKER CHIVES], [22919 — HERB MARKER MINT] also appears with Confidence 0.934; Lift 71.790 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
21803 | 21934 => 21935,"[""21803"", ""21934""]","[""21803 — CHRISTMAS TREE STAR DECORATION"", ""21934 — SKULL SHOULDER BAG""]","[""21935""]","[""21935 — SUKI SHOULDER BAG""]",2,1,0.005865594100888219,0.02832244008714597,0.005474554494162337,98,0.9333333333333333,32.95384615384616,0.005308426556664414,14.575163398692814,False,"Among transactions containing [21803 — CHRISTMAS TREE STAR DECORATION; 21934 — SKULL SHOULDER BAG], [21935 — SUKI SHOULDER BAG] also appears with Confidence 0.933; Lift 32.954 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22355 | 35970 => 20719,"[""22355"", ""35970""]","[""22355 — CHARLOTTE BAG SUKI DESIGN"", ""35970 — ZINC FOLKART SLEIGH BELLS""]","[""20719""]","[""20719 — WOODLAND CHARLOTTE BAG""]",2,1,0.005865594100888219,0.03804256745433216,0.005474554494162337,98,0.9333333333333333,24.533920704845816,0.005251412234919564,14.42936148818502,False,"Among transactions containing [22355 — CHARLOTTE BAG SUKI DESIGN; 35970 — ZINC FOLKART SLEIGH BELLS], [20719 — WOODLAND CHARLOTTE BAG] also appears with Confidence 0.933; Lift 24.534 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
22699 | 23172 => 23170,"[""22699"", ""23172""]","[""22699 — ROSES REGENCY TEACUP AND SAUCER"", ""23172 — REGENCY TEA PLATE PINK""]","[""23170""]","[""23170 — REGENCY TEA PLATE ROSES""]",2,1,0.009161499357577789,0.021283727166080107,0.008547008547008548,153,0.9329268292682928,43.83286921451892,0.008352017694249644,14.591769885887569,False,"Among transactions containing [22699 — ROSES REGENCY TEACUP AND SAUCER; 23172 — REGENCY TEA PLATE PINK], [23170 — REGENCY TEA PLATE ROSES] also appears with Confidence 0.933; Lift 43.833 compares this co-occurrence with the consequent's baseline frequency and does not imply causation.",True,True,False
